"source_file","source_line_start","source_line_end","routine","target","ordinal","literal","value_type","value_numeric","value_character","upstream_commit"
"r1tap.f",64,64,"R1TAP","INF",6,"2","numeric",2,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",64,64,"R1TAP","INF",7,"4","numeric",4,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",64,64,"R1TAP","INF",8,"1","numeric",1,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",64,64,"R1TAP","INF",9,"3","numeric",3,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",64,64,"R1TAP","INF",10,"4","numeric",4,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",64,64,"R1TAP","INF",11,"4","numeric",4,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",64,64,"R1TAP","INF",12,"2","numeric",2,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",64,64,"R1TAP","INF",13,"5","numeric",5,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",64,64,"R1TAP","INF",14,"4","numeric",4,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",64,64,"R1TAP","INF",15,"6","numeric",6,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",64,64,"R1TAP","INF",16,"7","numeric",7,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",64,64,"R1TAP","INF",17,"2","numeric",2,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",64,64,"R1TAP","INF",18,"8","numeric",8,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",64,64,"R1TAP","INF",19,"9","numeric",9,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",64,64,"R1TAP","INF",20,"10","numeric",10,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",1,"87.581032","numeric",87.581032,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",2,"107.321047","numeric",107.321047,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",3,"151.829574","numeric",151.829574,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",4,"94.950201","numeric",94.950201,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",5,"126.84759","numeric",126.84759,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",6,"114.481775","numeric",114.481775,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",7,"136.118702","numeric",136.118702,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",8,"65.952319","numeric",65.952319,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",9,"35.653746","numeric",35.653746,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",10,"122.918998","numeric",122.918998,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",11,"127.865601","numeric",127.865601,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",12,"135.555219","numeric",135.555219,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",13,"178.802131","numeric",178.802131,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",14,"114.225493","numeric",114.225493,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",15,"140.257108","numeric",140.257108,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",16,"116.065254","numeric",116.065254,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",17,"175.175261","numeric",175.175261,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",18,"81.427303","numeric",81.427303,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",19,"43.326343","numeric",43.326343,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",67,71,"R1TAP","LPB3",20,"156.186178","numeric",156.186178,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",1,"-1.796996","numeric",-1.796996,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",2,"-1.521593","numeric",-1.521593,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",3,"-1.728852","numeric",-1.728852,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",4,"-2.173816","numeric",-2.173816,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",5,"-1.409475","numeric",-1.409475,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",6,"-1.395119","numeric",-1.395119,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",7,"-1.63385","numeric",-1.63385,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",8,"-2.143552","numeric",-2.143552,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",9,"-1.752816","numeric",-1.752816,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",10,"-1.596440","numeric",-1.59644,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",11,"-2.090729","numeric",-2.090729,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",12,"-1.767546","numeric",-1.767546,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",13,"-1.8451","numeric",-1.8451,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",14,"-2.86977","numeric",-2.86977,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",15,"-1.730936","numeric",-1.730936,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",16,"-1.567023","numeric",-1.567023,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",17,"-1.734578","numeric",-1.734578,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",18,"-2.655859","numeric",-2.655859,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",19,"-1.720238","numeric",-1.720238,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",73,76,"R1TAP","LPB4",20,"-1.956792","numeric",-1.956792,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",1,"0.070748","numeric",0.070748,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",2,"0.060751","numeric",0.060751,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",3,"0.057501","numeric",0.057501,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",4,"0.069205","numeric",0.069205,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",5,"0.061861","numeric",0.061861,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",6,"0.061968","numeric",0.061968,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",7,"0.062308","numeric",0.062308,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",8,"0.067756","numeric",0.067756,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",9,"0.096783","numeric",0.096783,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",10,"0.060819","numeric",0.060819,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",11,"0.064035","numeric",0.064035,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",12,"0.060062","numeric",0.060062,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",13,"0.060811","numeric",0.060811,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",14,"0.067656","numeric",0.067656,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",15,"0.064042","numeric",0.064042,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",16,"0.069093","numeric",0.069093,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",17,"0.060420","numeric",0.06042,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",18,"0.066160","numeric",0.06616,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",19,"0.094332","numeric",0.094332,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",78,81,"R1TAP","LPA1",20,"0.059633","numeric",0.059633,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",1,"0.739554","numeric",0.739554,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",2,"0.760857","numeric",0.760857,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",3,"0.761893","numeric",0.761893,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",4,"0.784304","numeric",0.784304,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",5,"0.755763","numeric",0.755763,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",6,"0.760022","numeric",0.760022,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",7,"0.766816","numeric",0.766816,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",8,"0.748691","numeric",0.748691,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",9,"0.770176","numeric",0.770176,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",10,"0.753617","numeric",0.753617,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",11,"0.769436","numeric",0.769436,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",12,"0.789044","numeric",0.789044,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",13,"0.796044","numeric",0.796044,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",14,"0.814915","numeric",0.814915,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",15,"0.784127","numeric",0.784127,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",16,"0.777538","numeric",0.777538,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",17,"0.794990","numeric",0.79499,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",18,"0.756088","numeric",0.756088,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",19,"0.777866","numeric",0.777866,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",83,86,"R1TAP","LPA2",20,"0.787699","numeric",0.787699,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",1,"-2.585776","numeric",-2.585776,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",2,"-2.983474","numeric",-2.983474,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",3,"-2.556167","numeric",-2.556167,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",4,"-3.499448","numeric",-3.499448,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",5,"-2.291195","numeric",-2.291195,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",6,"-2.348082","numeric",-2.348082,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",7,"-2.522793","numeric",-2.522793,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",8,"-3.663878","numeric",-3.663878,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",9,"-1.648043","numeric",-1.648043,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",10,"-2.751331","numeric",-2.751331,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",11,"-3.496645","numeric",-3.496645,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",12,"-3.629263","numeric",-3.629263,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",13,"-2.808183","numeric",-2.808183,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",14,"-4.824117","numeric",-4.824117,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",15,"-2.791224","numeric",-2.791224,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",16,"-2.738865","numeric",-2.738865,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",17,"-2.93618","numeric",-2.93618,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",18,"-4.515702","numeric",-4.515702,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",19,"-1.691230","numeric",-1.69123,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",88,91,"R1TAP","LPF1",20,"-3.496751","numeric",-3.496751,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",1,"-55.801456","numeric",-55.801456,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",2,"-21.001845","numeric",-21.001845,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",3,"-70.582552","numeric",-70.582552,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",4,"-40.100715","numeric",-40.100715,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",5,"-53.651279","numeric",-53.651279,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",6,"-55.398448","numeric",-55.398448,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",7,"-68.942489","numeric",-68.942489,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",8,"-25.991574","numeric",-25.991574,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",9,"-140.676896","numeric",-140.676896,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",10,"-36.714040","numeric",-36.71404,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",11,"-38.175315","numeric",-38.175315,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",12,"-15.137555","numeric",-15.137555,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",13,"-83.436832","numeric",-83.436832,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",14,"-37.490316","numeric",-37.490316,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",15,"-65.046511","numeric",-65.046511,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",16,"-53.563612","numeric",-53.563612,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",17,"-61.670934","numeric",-61.670934,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",18,"-22.754795","numeric",-22.754795,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",19,"-140.639469","numeric",-140.639469,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",93,97,"R1TAP","LPF2",20,"-36.62309","numeric",-36.62309,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",1,"0.76375","numeric",0.76375,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",2,"1.068502","numeric",1.068502,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",3,"0.711984","numeric",0.711984,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",4,"1.241977","numeric",1.241977,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",5,"0.644969","numeric",0.644969,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",6,"0.669119","numeric",0.669119,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",7,"0.650101","numeric",0.650101,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",8,"1.494773","numeric",1.494773,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",9,"-0.086302","numeric",-0.086302,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",10,"0.941067","numeric",0.941067,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",11,"1.273269","numeric",1.273269,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",12,"1.39021","numeric",1.39021,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",13,"0.789947","numeric",0.789947,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",14,"1.900861","numeric",1.900861,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",15,"0.853215","numeric",0.853215,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",16,"0.844254","numeric",0.844254,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",17,"0.815822","numeric",0.815822,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",18,"1.934224","numeric",1.934224,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",19,"-0.203745","numeric",-0.203745,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",99,102,"R1TAP","LPF3",20,"1.292467","numeric",1.292467,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",1,"51.814019","numeric",51.814019,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",2,"28.238012","numeric",28.238012,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",3,"67.492926","numeric",67.492926,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",4,"41.73976","numeric",41.73976,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",5,"51.495002","numeric",51.495002,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",6,"52.05634","numeric",52.05634,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",7,"69.332948","numeric",69.332948,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",8,"27.351039","numeric",27.351039,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",9,"122.920199","numeric",122.920199,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",10,"36.462619","numeric",36.462619,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",11,"39.263351","numeric",39.263351,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",12,"25.294065","numeric",25.294065,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",13,"76.21113","numeric",76.21113,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",14,"42.487414","numeric",42.487414,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",15,"60.032024","numeric",60.032024,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",16,"51.833866","numeric",51.833866,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",17,"66.266464","numeric",66.266464,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",18,"26.736753","numeric",26.736753,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",19,"128.263876","numeric",128.263876,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",104,107,"R1TAP","LPF4",20,"38.212058","numeric",38.212058,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r1tap.f",112,112,"R1TAP","FA0",1,"0.2057","numeric",0.2057,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
