call,REGN,FORST,DIST,VAR,SPEC,PROD,VOLEQ,DBHOB,HTTOT,HTTYPE,MTOPP,MTOPS,STUMP,HT1PRD,HT2PRD,UPSHT1,UPSD1,HTREF,FCLASS,DBTBH,BTR,CTYPE,LIVE,CONSPEC,FIASPCD,CR,CULL,DECAYCD,BRKHT,BRKHTD,HTUP,STEMDIB,MRULEMOD,NEWMAXLEN,NEWMINLEN,NEWTRIM,note,BUILD,ERRFLAG,VOLEQ_OUT,MRULEMOD_AFTER,VOL1,VOL2,VOL3,VOL4,VOL5,VOL6,VOL7,VOL8,VOL9,VOL10,VOL11,VOL12,VOL13,VOL14,VOL15,TLOGS,NOLOGP,NOLOGS,DIB,DOB,STEMHT,DRYBIO1,DRYBIO2,DRYBIO3,DRYBIO4,DRYBIO5,DRYBIO6,DRYBIO7,DRYBIO8,DRYBIO9,DRYBIO10,DRYBIO11,DRYBIO12,DRYBIO13,DRYBIO14,DRYBIO15,GRNBIO1,GRNBIO2,GRNBIO3,GRNBIO4,GRNBIO5,GRNBIO6,GRNBIO7,GRNBIO8,GRNBIO9,GRNBIO10,GRNBIO11,GRNBIO12,GRNBIO13,GRNBIO14,GRNBIO15,LOGLEN1,LOGLEN2,LOGLEN3,LOGLEN4,LOGLEN5,LOGLEN6,LOGLEN7,LOGLEN8,LOGLEN9,LOGLEN10,LOGLEN11,LOGLEN12,LOGLEN13,LOGLEN14,LOGLEN15,LOGLEN16,LOGLEN17,LOGLEN18,LOGLEN19,LOGLEN20,BOLHT1,BOLHT2,BOLHT3,BOLHT4,BOLHT5,BOLHT6,BOLHT7,BOLHT8,BOLHT9,BOLHT10,BOLHT11,BOLHT12,BOLHT13,BOLHT14,BOLHT15,BOLHT16,BOLHT17,BOLHT18,BOLHT19,BOLHT20,BOLHT21,LOGDIA_1_1,LOGDIA_2_1,LOGDIA_3_1,LOGDIA_4_1,LOGDIA_5_1,LOGDIA_6_1,LOGDIA_7_1,LOGDIA_8_1,LOGDIA_9_1,LOGDIA_10_1,LOGDIA_11_1,LOGDIA_12_1,LOGDIA_13_1,LOGDIA_14_1,LOGDIA_15_1,LOGDIA_16_1,LOGDIA_17_1,LOGDIA_18_1,LOGDIA_19_1,LOGDIA_20_1,LOGDIA_21_1,LOGDIA_1_2,LOGDIA_2_2,LOGDIA_3_2,LOGDIA_4_2,LOGDIA_5_2,LOGDIA_6_2,LOGDIA_7_2,LOGDIA_8_2,LOGDIA_9_2,LOGDIA_10_2,LOGDIA_11_2,LOGDIA_12_2,LOGDIA_13_2,LOGDIA_14_2,LOGDIA_15_2,LOGDIA_16_2,LOGDIA_17_2,LOGDIA_18_2,LOGDIA_19_2,LOGDIA_20_2,LOGDIA_21_2,LOGDIA_1_3,LOGDIA_2_3,LOGDIA_3_3,LOGDIA_4_3,LOGDIA_5_3,LOGDIA_6_3,LOGDIA_7_3,LOGDIA_8_3,LOGDIA_9_3,LOGDIA_10_3,LOGDIA_11_3,LOGDIA_12_3,LOGDIA_13_3,LOGDIA_14_3,LOGDIA_15_3,LOGDIA_16_3,LOGDIA_17_3,LOGDIA_18_3,LOGDIA_19_3,LOGDIA_20_3,LOGDIA_21_3,LOGVOL_1_1,LOGVOL_2_1,LOGVOL_3_1,LOGVOL_4_1,LOGVOL_5_1,LOGVOL_6_1,LOGVOL_7_1,LOGVOL_1_2,LOGVOL_2_2,LOGVOL_3_2,LOGVOL_4_2,LOGVOL_5_2,LOGVOL_6_2,LOGVOL_7_2,LOGVOL_1_3,LOGVOL_2_3,LOGVOL_3_3,LOGVOL_4_3,LOGVOL_5_3,LOGVOL_6_3,LOGVOL_7_3,LOGVOL_1_4,LOGVOL_2_4,LOGVOL_3_4,LOGVOL_4_4,LOGVOL_5_4,LOGVOL_6_4,LOGVOL_7_4,LOGVOL_1_5,LOGVOL_2_5,LOGVOL_3_5,LOGVOL_4_5,LOGVOL_5_5,LOGVOL_6_5,LOGVOL_7_5,LOGVOL_1_6,LOGVOL_2_6,LOGVOL_3_6,LOGVOL_4_6,LOGVOL_5_6,LOGVOL_6_6,LOGVOL_7_6,LOGVOL_1_7,LOGVOL_2_7,LOGVOL_3_7,LOGVOL_4_7,LOGVOL_5_7,LOGVOL_6_7,LOGVOL_7_7,LOGVOL_1_8,LOGVOL_2_8,LOGVOL_3_8,LOGVOL_4_8,LOGVOL_5_8,LOGVOL_6_8,LOGVOL_7_8,LOGVOL_1_9,LOGVOL_2_9,LOGVOL_3_9,LOGVOL_4_9,LOGVOL_5_9,LOGVOL_6_9,LOGVOL_7_9,LOGVOL_1_10,LOGVOL_2_10,LOGVOL_3_10,LOGVOL_4_10,LOGVOL_5_10,LOGVOL_6_10,LOGVOL_7_10,LOGVOL_1_11,LOGVOL_2_11,LOGVOL_3_11,LOGVOL_4_11,LOGVOL_5_11,LOGVOL_6_11,LOGVOL_7_11,LOGVOL_1_12,LOGVOL_2_12,LOGVOL_3_12,LOGVOL_4_12,LOGVOL_5_12,LOGVOL_6_12,LOGVOL_7_12,LOGVOL_1_13,LOGVOL_2_13,LOGVOL_3_13,LOGVOL_4_13,LOGVOL_5_13,LOGVOL_6_13,LOGVOL_7_13,LOGVOL_1_14,LOGVOL_2_14,LOGVOL_3_14,LOGVOL_4_14,LOGVOL_5_14,LOGVOL_6_14,LOGVOL_7_14,LOGVOL_1_15,LOGVOL_2_15,LOGVOL_3_15,LOGVOL_4_15,LOGVOL_5_15,LOGVOL_6_15,LOGVOL_7_15,LOGVOL_1_16,LOGVOL_2_16,LOGVOL_3_16,LOGVOL_4_16,LOGVOL_5_16,LOGVOL_6_16,LOGVOL_7_16,LOGVOL_1_17,LOGVOL_2_17,LOGVOL_3_17,LOGVOL_4_17,LOGVOL_5_17,LOGVOL_6_17,LOGVOL_7_17,LOGVOL_1_18,LOGVOL_2_18,LOGVOL_3_18,LOGVOL_4_18,LOGVOL_5_18,LOGVOL_6_18,LOGVOL_7_18,LOGVOL_1_19,LOGVOL_2_19,LOGVOL_3_19,LOGVOL_4_19,LOGVOL_5_19,LOGVOL_6_19,LOGVOL_7_19,LOGVOL_1_20,LOGVOL_2_20,LOGVOL_3_20,LOGVOL_4_20,LOGVOL_5_20,LOGVOL_6_20,LOGVOL_7_20
a,6,12,01,,202,01,F00FW2W202,18.5,110,F,6,4,1,0,0,0,0,0,0,0,0,C,L,,,,,,,,,,Y,32,8,0.5,VOLUMELIBRARY R6 DF with MRULEMOD=Y override (32 ft logs),single,0,F00FW2W202,N,77.5999985,372,0,74.7999954,0,0.699999988,1.10000002,0,0,495,0,5,0,2.01755881,0.698112011,4,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,33.5,66,84.5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7455425,13.699461,9.65363026,6.00130892,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,14.6084709,10.2905378,6.43669081,4.14799261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,42.2999992,0,0,2538,122,0,0,25.7999992,0,0,1548,22,0,0,6.69999981,0,0,402,5,0,0,1.10000002,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,16,01,,202,01,I00FW3W202,20.1,105,F,6,4,1,0,0,40,14.5,0,0,0,0,C,L,,,,,,,,,,N,,,,VOLUMELIBRARY R1 Flewelling three-point (FW3 identifier plus UPSHT1/UPSD1; VOLEQDEF default is the FW2 form),single,0,I00FW3W202,N,89.4000015,490,0,80.3999939,0,0.899999976,0,0,0,545,0,0,0,2.29349566,1.86526799,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,17.5,34,50.5,67,77.5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,15,13,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3766041,15.8806143,14.9059114,13.2315512,10.4795971,8.09895325,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1000004,17.6956825,16.4503899,14.5353107,11.5167561,8.92938995,6.44922876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,23.7999992,0,0,1435.61597,140,0,0,21,0,0,1266.71997,100,0,0,17.2000008,0,0,1037.50403,60,0,0,11.6999998,0,0,705.743958,20,0,0,4.5,0,0,271.440002,10,0,0,2.20000005,0,0,132.703995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,16,01,,202,01,I00FW2W202,20.1,105,F,6,4,1,0,0,0,0,0,0,0,0,C,L,,,,,,,,,,N,,,,VOLUMELIBRARY R1 same tree without upper-stem point (2-point control),single,0,I00FW2W202,N,80.3000031,410,0,72.0999985,0,0.800000012,0,0,0,470,0,0,0,2.30130148,2.11069798,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,17.5,34,50.5,67,83.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,14,12,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3766041,15.3093195,13.9146633,12.1638527,9.58311462,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1000004,16.9983864,15.311244,13.3475838,10.5333414,6.57950497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,22.3999996,0,0,1351.16797,110,0,0,18.3999996,0,0,1109.88794,80,0,0,14.8000002,0,0,892.736023,60,0,0,10.6000004,0,0,639.392029,20,0,0,5.9000001,0,0,355.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,8,01,01,,131,01,841CLKE131,12.3,78,F,7,4,1,0,0,0,0,0,0,0,0,C,L,,,,,,,,,,N,,,,VOLUMELIBRARY R8 Clark loblolly,single,0,841CLKE131,N,24.1000004,97,0,22,0,0.300000012,1.79999995,0,0,125,0,10,0,0.941780269,0.300000429,8,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.5,9.5,18,26.5,35,43.5,50,56.5,63,0,0,0,0,0,0,0,0,0,0,0,0,11,10,10,9,8,7,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,10.6383371,10.0820551,9.58527088,9.00321388,8.26198959,7.31336164,6.3915596,5.20213556,3.65654683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5.09266615,0,0,304.541443,25,0,0,4.58779478,0,0,274.350128,17,0,0,4.09967995,0,0,245.160858,12,0,0,3.53980637,0,0,211.68042,11,0,0,2.88615823,0,0,172.592255,7,0,0,1.67730105,0,0,100.302605,6,0,0,1.2075038,0,0,72.208725,4,0,0,0.718883872,0,0,42.989254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,9,09,01,,371,01,900CLKE371,15.7,72,F,9,4,1,0,0,0,0,0,0,0,0,C,L,,,,,,,,,,N,,,,VOLUMELIBRARY R9 Clark yellow birch,single,0,900CLKE371,N,36.2999992,147,0,29.8999996,0,0.400000006,5.80000019,0,0.100000001,171,0,22,0,2.14051342,0.599999428,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,6,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,9.30000019,17.6000004,25.8999996,32.1999969,40.4999962,46.7999954,53.0999947,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,12,10,9,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8406992,13.6486158,12.2958012,10.4833689,9.0507288,7.16326523,5.73061275,4.29795933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.7000008,0,0,9.55525303,0,0,622.046936,42.9000015,0,0,7.93205023,0,0,516.376465,27.5,0,0,6.13670015,0,0,399.499176,14.3000002,0,0,3.38139701,0,0,220.128937,12.1000004,0,0,3.1314404,0,0,203.856766,7.70000029,0,0,1.48345947,0,0,96.5732117,4.4000001,0,0,0.904548526,0,0,58.8861084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,10,04,01,,98,01,A00F32W098,22.4,120,F,6,4,1,0,0,0,0,0,0,0,0,C,L,,,,,,,,,,N,,,,VOLUMELIBRARY R10 Sitka spruce,single,0,A00F32W098,N,132.300003,570,0,120.300011,0,1.29999995,0,0,0,800,0,0,0,3.32408094,2.15978408,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,17.5,34,50.5,67,83.5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,17,15,13,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5439129,19.0781898,17.444479,15.4958277,12.8420153,9.42486954,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,36.9000015,0,0,1501.83008,160,0,0,28.3999996,0,0,1155.88,90,0,0,22.3999996,0,0,911.679993,70,0,0,17.2000008,0,0,700.040039,30,0,0,10.8999996,0,0,443.630005,10,0,0,4.5,0,0,183.150009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,6,12,01,,202,01,F00FW2W202,18.5,0,F,6,4,1,0,0,0,0,0,0,0,0,C,L,,,,,,,,,,N,,,,VOLUMELIBRARY R6 DF with no height (expected nonzero ERRFLAG),single,4,F00FW2W202,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,6,12,01,,202,01,NVBM240202,18.5,110,F,6,4,1,0,0,0,0,0,0,0,0,C,L,,202,40,0,0,0,0,,,N,,,,NVBC NSVB R6 Douglas-fir,single,0,NVBM240202,N,70.7532883,365,0,66.5007248,0,0.739000022,1.70772266,0,0,420,0,8,0,1.85043263,0.701058745,6,5,1,,,,2612.10767,2025.28625,308.653717,52.9679375,8.07231426,1890.34399,288.088593,61.9068222,9.43454647,20.067543,3.05829406,278.167664,73.2235947,301.293427,1347.84753,4751.15527,3683.7876,561.409424,96.3432388,14.6827106,3438.34155,524.00354,112.60215,17.160471,36.5007973,5.56272268,505.958405,133.186188,548.02179,2451.59619,16,16,16,16,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,17.5,34,50.5,67,83.5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,13,11,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3971004,15.2083817,13.0846729,11.0174561,8.83950138,6.4012289,4.1955452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,22.5017567,0,0,1350.10535,97,0,0,17.2781353,0,0,1036.68811,67,0,0,12.7576923,0,0,765.461548,39,0,0,8.83997631,0,0,530.39856,20,0,0,5.12316751,0,0,307.390045,8,0,0,1.70772266,0,0,102.463364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,8,01,01,,131,01,NVB0230131,12.3,78,F,7,4,1,0,0,0,0,0,0,0,0,C,L,,131,35,0,0,0,0,,,N,,,,NVBC NSVB R8 loblolly,single,0,NVB0230131,N,26.9821682,100,0,21.5945015,0,0.273000002,3.84852505,0,0,110,0,20,0,1.06746542,0.574540555,8,5,3,,,,951.119507,770.184143,82.1628876,30.4699345,3.25051928,613.153503,65.4109039,110.160881,11.7519264,16.3997936,1.74952197,98.7724686,27.3932343,116.921844,453.68399,1800.51465,1457.99536,155.538269,57.6810417,6.1533885,1160.72888,123.825966,208.53981,22.2469578,31.0455933,3.31192875,186.981003,51.8567009,221.338638,858.845459,8,8,8,8,8,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.5,9.5,18,26.5,35,43.5,52,58.5,65,0,0,0,0,0,0,0,0,0,0,0,0,12,11,10,9,8,7,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,12.024869,11.0413313,9.87929058,8.88572502,7.9270997,6.9452281,5.89217663,4.99974871,3.9758482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6.20040131,0,0,370.783997,30,0,0,5.13136673,0,0,306.855713,20,0,0,4.16923523,0,0,249.320267,10,0,0,3.42091107,0,0,204.57048,10,0,0,2.67258668,0,0,159.820679,10,0,0,2.03116584,0,0,121.463715,10,0,0,1.0690347,0,0,63.9282722,0,0,0,0.748324275,0,0,44.7497902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b,6,12,01,,202,01,F00FW2W202,18.5,110,F,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,33,6,N,,,,CALCDIA at 33 ft and HT2TOPD to 6 in on R6 DF Flewelling tree,single,0,,N,,,,,,,,,,,,,,,,,,,13.7438087,14.658289,84.5059128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,6,12,01,,202,01,F00FW2W202,18.5,110,F,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,66.5,4,N,,,,CALCDIA at 66.5 ft and HT2TOPD to 4 in on R6 DF Flewelling tree,single,0,,N,,,,,,,,,,,,,,,,,,,9.56771851,10.2001209,93.2089233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,1,16,01,,202,01,I00FW3W202,20.1,105,F,,,1,0,0,40,14.5,0,0,0,0,,,,,,,,,,50,6,N,,,,CALCDIA at 50 ft and HT2TOPD to 6 in on R1 three-point tree (FW3 with UPSHT1/UPSD1),single,0,,N,,,,,,,,,,,,,,,,,,,13.2987289,14.6101694,85.3615494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,8,01,01,,131,01,841CLKE131,12.3,78,F,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,17.3,6,N,,,,CALCDIA at 17.3 ft and HT2TOPD to 6 in on R8 Clark loblolly,single,0,,N,,,,,,,,,,,,,,,,,,,9.62705994,0,52.349987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
